date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:45	148677/148677	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Nov%202015%2003:49:50%20GMT	http://www.bobsrehabcentre.com/assets/img/portfolio/acupressure02.jpg	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/assets/img/portfolio/acupressure02.jpg	(from http://www.bobsrehabcentre.com/acupressure.html)
16:44:45	618/618	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Jan%202019%2023:09:03%20GMT	http://www.bobsrehabcentre.com/assets/img/portfolio/rmt01.jpg	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/assets/img/portfolio/rmt01.42.delayed	(from http://www.bobsrehabcentre.com/rmt.html)
16:44:48	74750/74750	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Nov%202015%2003:49:52%20GMT	http://www.bobsrehabcentre.com/assets/img/portfolio/firecup01.jpg	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/assets/img/portfolio/firecup01.jpg	(from http://www.bobsrehabcentre.com/firecupping.html)
16:44:48	618/618	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Jan%202019%2023:09:07%20GMT	http://www.bobsrehabcentre.com/HEAD	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/HEAD.45.delayed	(from http://www.bobsrehabcentre.com/assets/js/retina-1.1.0.js)
16:44:49	618/618	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Jan%202019%2023:09:07%20GMT	http://www.bobsrehabcentre.com/youtu.be/	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/youtu.be/index.html	(from http://www.bobsrehabcentre.com/assets/js/jquery.prettyPhoto.js)
16:44:50	6682/6682	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Nov%202015%2003:49:57%20GMT	http://www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite.png	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite.png	(from http://www.bobsrehabcentre.com/assets/css/prettyPhoto.css)
16:44:51	1097/1097	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Nov%202015%2003:49:57%20GMT	http://www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite_x.png	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite_x.png	(from http://www.bobsrehabcentre.com/assets/css/prettyPhoto.css)
16:44:51	1162/1162	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Nov%202015%2003:49:57%20GMT	http://www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite_y.png	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite_y.png	(from http://www.bobsrehabcentre.com/assets/css/prettyPhoto.css)
16:44:52	1358/1358	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Nov%202015%2003:49:57%20GMT	http://www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite_next.png	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite_next.png	(from http://www.bobsrehabcentre.com/assets/css/prettyPhoto.css)
16:44:52	1376/1376	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Nov%202015%2003:49:57%20GMT	http://www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite_prev.png	C:/Users/jyyae/Desktop/websiteDL/TestProject/www.bobsrehabcentre.com/assets/css/images/prettyPhoto/default/sprite_prev.png	(from http://www.bobsrehabcentre.com/assets/css/prettyPhoto.css)
